ID_src,ID_dst,dist
NH0188,NH0068,7.5249910706293015
NH0068,NH0191,17.768026296375357
NH0191,NH0068,17.768026296375357
NH0199,NH0068,12.516661460433363
NH0068,NH0253,13.248769150101516
NH0076,NH0071,9.309663064081972
NH0071,NH0134,17.5666815170454
NH0071,NH0139,15.514286440873168
NH0222,NH0071,18.219635534253012
NH0071,NH0223,17.12045017726908
NH0071,NH0249,3.7754013692905843
NH0071,VT0018,12.46684607705573
VT0058,NH0071,4.3802079498361675
NH0071,VT0155,12.425612074725587
VT0157,NH0071,12.730802849969525
VT0218,NH0071,13.09402577569957
NH0126,NH0072,12.44721526706038
NH0148,NH0072,19.7127047573066
NH0072,NH0186,11.412978041093593
NH0198,NH0072,11.49590078085881
NH0072,NH0238,15.027445252453703
NH0238,NH0072,15.027445252453703
NH0239,NH0072,15.136116676369912
NH0093,NH0073,14.580698426491812
NH0073,NH0147,8.200755074979702
NH0147,NH0073,8.200755074979702
NH0073,NH0176,16.836194469564635
NH0073,NH0177,18.173713828863047
NH0213,NH0073,18.962077796081974
NH0074,NH0131,18.974265018330932
NH0074,NH0142,6.635127413739075
NH0142,NH0074,6.635127413739075
NH0074,NH0155,2.6253383392099545
NH0074,NH0157,17.047798592897543
NH0157,NH0074,17.047798592897543
NH0074,NH0163,12.86280354427123
NH0074,NH0167,8.987361116630924
NH0167,NH0074,8.987361116630924
NH0173,NH0074,16.760490373687553
NH0181,NH0074,13.688594513407025
NH0189,NH0074,13.074853403341635
NH0074,NH0204,18.31678260526275
NH0075,NH0087,15.009822933678956
NH0087,NH0075,15.009822933678956
NH0075,NH0099,14.38415371634958
NH0099,NH0075,14.38415371634958
NH0075,NH0122,10.158852023712527
NH0125,NH0075,19.947873314720802
NH0075,NH0144,17.459119748684014
NH0075,NH0180,9.633676623036147
NH0180,NH0075,9.633676623036147
NH0193,NH0075,19.425710612085698
NH0194,NH0075,16.523190458067525
NH0075,NH0209,10.201305586763295
NH0209,NH0075,10.201305586763295
NH0075,NH0211,16.52697446815582
NH0211,NH0075,16.52697446815582
NH0215,NH0075,16.72112410352386
NH0217,NH0075,10.968502458654061
NH0219,NH0075,14.023825770413684
NH0076,NH0134,16.377027400661866
NH0076,NH0139,17.467893953556754
NH0076,NH0221,14.961616416332165
NH0076,NH0222,9.524361340832133
NH0076,NH0223,7.814696970977737
NH0223,NH0076,7.814696970977737
NH0249,NH0076,7.992552735514442
NH0076,VT0018,4.850771857070164
VT0018,NH0076,4.850771857070164
VT0058,NH0076,8.326012954597356
NH0076,VT0103,12.95626372878783
VT0103,NH0076,12.95626372878783
VT0157,NH0076,16.828815829956138
NH0076,VT0213,15.66916698592156
NH0076,VT0218,16.08136566210402
VT0218,NH0076,16.08136566210402
NH0078,NH0176,17.257262584365908
NH0078,NH0177,18.815232976705982
NH0177,NH0078,18.815232976705982
NH0078,NH0181,19.29382075007929
NH0078,NH0184,13.04927520926566
NH0078,NH0204,10.764159372495811
NH0079,NH0088,19.863580532015124
NH0107,NH0079,16.02928415732927
NH0163,NH0079,7.52772349596835
NH0079,NH0173,18.75035766708707
NH0079,NH0174,18.799489781829116
NH0189,NH0079,9.099828754716212
NH0079,NH0202,15.077627108176477
NH0202,NH0079,15.077627108176477
NH0251,NH0079,12.624888508538863
NH0079,NH0256,12.925902896841952
NH0256,NH0079,12.925902896841952
NH0081,NH0080,8.439609327314912
NH0164,NH0080,18.261022155484984
NH0080,NH0170,7.4246682549302445
NH0208,NH0080,18.404092289306167
NH0218,NH0080,19.10212719031073
NH0080,VT0072,3.574960214440975
VT0072,NH0080,3.574960214440975
VT0124,NH0080,17.199567455084292
NH0080,VT0175,14.873281820161395
NH0080,VT0184,11.935250901239815
VT0191,NH0080,6.649816949326652
NH0080,VT0196,18.193962523050594
NH0080,VT0197,13.361986263337004
VT0197,NH0080,13.361986263337004
NH0080,VT0198,13.604834115865435
VT0198,NH0080,13.604834115865435
NH0103,NH0081,17.161001814294547
NH0081,NH0170,5.661932396068887
NH0187,NH0081,14.043459671553697
NH0208,NH0081,11.085283408923422
NH0218,NH0081,17.66220467755026
NH0243,NH0081,17.067512606008734
NH0081,VT0072,11.949443945291776
VT0072,NH0081,11.949443945291776
NH0081,VT0110,19.86955428165086
VT0110,NH0081,19.86955428165086
NH0081,VT0175,19.685498355796142
NH0081,VT0184,19.57541967676484
VT0184,NH0081,19.57541967676484
VT0191,NH0081,13.056685525845813
NH0081,VT0197,13.512422130223818
NH0081,VT0198,17.982331326033695
NH0093,NH0082,8.554134856169968
NH0082,NH0096,13.175405486314004
NH0082,NH0098,19.85803713183255
NH0102,NH0082,9.609915168468335
NH0147,NH0082,16.966400408679803
NH0151,NH0082,17.06097412741034
NH0082,NH0172,9.760273449194237
NH0172,NH0082,9.760273449194237
NH0082,NH0176,19.61828648234449
NH0177,NH0082,18.060561619380938
NH0183,NH0082,12.778155912780347
NH0082,NH0199,18.774283420479012
NH0199,NH0082,18.774283420479012
NH0213,NH0082,7.5351482016342395
NH0082,NH0241,19.59133675540278
NH0083,NH0091,11.273346368434884
NH0109,NH0083,18.220792306651486
NH0123,NH0083,15.853861037333818
NH0083,NH0153,18.89787020812272
NH0083,NH0160,19.01502259961543
NH0160,NH0083,19.01502259961543
NH0212,NH0083,13.281902881620752
NH0083,NH0224,11.326561768396562
NH0083,NH0231,11.432023787555071
NH0231,NH0083,11.432023787555071
NH0240,NH0083,8.31334671874292
NH0248,NH0083,7.165251624964347
NH0084,NH0092,6.9212297281183135
NH0112,NH0084,14.56421597552664
NH0084,NH0179,16.327360689302928
NH0182,NH0084,15.544321962007059
NH0084,NH0191,18.272234689477614
NH0084,NH0210,7.419959320080459
NH0084,NH0214,16.332097225634122
NH0084,NH0216,19.480566069324254
NH0216,NH0084,19.480566069324254
NH0253,NH0084,18.062983573130445
NH0255,NH0084,18.810411534899124
NH0096,NH0085,12.433099652373203
NH0085,NH0151,10.887562327431466
NH0151,NH0085,10.887562327431466
NH0085,NH0157,9.087547771348559
NH0172,NH0085,14.531952187605594
NH0085,NH0173,13.348003573965366
NH0173,NH0085,13.348003573965366
NH0085,NH0177,18.31407218336479
NH0183,NH0085,18.831600163125287
NH0085,NH0188,8.898597532111173
NH0085,NH0199,7.167758334854845
NH0085,NH0213,19.510854731858345
NH0241,NH0085,10.690769370989027
NH0117,NH0086,10.248058905920871
NH0086,NH0118,12.047877101340733
NH0118,NH0086,12.047877101340733
NH0086,NH0125,14.018602804588738
NH0145,NH0086,4.649258025784694
NH0162,NH0086,18.633664564208107
NH0086,NH0193,15.289844935869418
NH0193,NH0086,15.289844935869418
NH0086,VT0165,15.684238689546627
NH0087,NH0122,15.103205779790537
NH0087,NH0125,16.185971646847776
NH0125,NH0087,16.185971646847776
NH0087,NH0180,17.742050929028856
NH0087,NH0193,11.471771342929296
NH0087,NH0211,16.298623612328047
NH0088,NH0095,14.675532964369518
NH0088,NH0124,9.451085746559198
NH0088,NH0158,14.970281512271558
NH0088,NH0197,13.840395763767152
NH0197,NH0088,13.840395763767152
NH0088,NH0200,12.617990454970842
NH0200,NH0088,12.617990454970842
NH0202,NH0088,5.557013025356146
NH0088,NH0251,14.82433087527244
NH0088,NH0256,14.576250668079206
NH0256,NH0088,14.576250668079206
NH0089,NH0090,4.505719990122192
NH0090,NH0089,4.505719990122192
NH0101,NH0089,9.951166250405995
NH0089,NH0107,13.264540495882057
NH0089,NH0179,14.55705743082563
NH0179,NH0089,14.55705743082563
NH0182,NH0089,18.45352428362369
NH0089,NH0192,10.236408726079805
NH0192,NH0089,10.236408726079805
NH0253,NH0089,15.302494889386567
NH0255,NH0089,14.518820317101282
NH0090,NH0101,10.0734560196886
NH0101,NH0090,10.0734560196886
NH0090,NH0107,16.987125093294186
NH0179,NH0090,16.596584029953814
NH0090,NH0192,9.843049288690562
NH0192,NH0090,9.843049288690562
NH0090,NH0253,18.626329134785685
NH0255,NH0090,14.626791208941937
NH0091,NH0123,15.84219591040428
NH0091,NH0134,13.982704236104723
NH0139,NH0091,10.547961416878618
NH0091,NH0212,7.7415981232005056
NH0091,NH0224,11.776900832802184
NH0224,NH0091,11.776900832802184
NH0091,NH0231,15.275416060474127
NH0091,NH0240,19.00085101571471
NH0091,NH0248,17.308102061971834
NH0248,NH0091,17.308102061971834
NH0092,NH0098,16.01252619943691
NH0112,NH0092,11.657170945884594
NH0092,NH0182,18.916013784059686
NH0182,NH0092,18.916013784059686
NH0092,NH0191,14.384051448315402
NH0191,NH0092,14.384051448315402
NH0092,NH0210,5.5356237272208135
NH0214,NH0092,9.68510577037681
NH0216,NH0092,13.157636532569597
NH0093,NH0096,11.28301105344716
NH0093,NH0102,17.520617984652702
NH0102,NH0093,17.520617984652702
NH0093,NH0147,8.50623893387674
NH0093,NH0172,11.587194081554431
NH0176,NH0093,12.097420050187218
NH0093,NH0177,11.183138084201968
NH0177,NH0093,11.183138084201968
NH0183,NH0093,19.10898838308534
NH0093,NH0213,4.611361035736291
NH0213,NH0093,4.611361035736291
NH0093,NH0241,15.619061286024529
NH0124,NH0094,13.597632979925386
NH0094,NH0131,16.43872689639696
NH0131,NH0094,16.43872689639696
NH0094,NH0133,13.585646563937813
NH0138,NH0094,8.81921472096287
NH0094,NH0143,15.099542810045131
NH0143,NH0094,15.099542810045131
NH0158,NH0094,14.44483646192761
NH0094,NH0196,7.927839104692639
NH0196,NH0094,7.927839104692639
NH0094,NH0197,9.895415299992642
NH0197,NH0094,9.895415299992642
NH0094,NH0242,17.583632131345627
NH0254,NH0094,7.270475650522131
NH0095,NH0109,17.949561221249496
NH0095,NH0124,12.04947328690939
NH0124,NH0095,12.04947328690939
NH0095,NH0153,12.858201096357886
NH0095,NH0197,12.76431743097899
NH0200,NH0095,14.75197398109323
NH0095,NH0202,19.846873162777737
NH0202,NH0095,19.846873162777737
NH0240,NH0095,16.406345999262857
NH0095,NH0248,17.17028131095647
NH0254,NH0095,16.643763896029686
NH0096,NH0102,16.49072554818249
NH0102,NH0096,16.49072554818249
NH0147,NH0096,16.29232475263331
NH0151,NH0096,11.216730855491535
NH0157,NH0096,17.33608367779153
NH0096,NH0172,5.241432758821849
NH0172,NH0096,5.241432758821849
NH0096,NH0176,11.893737717328552
NH0177,NH0096,9.49106297371589
NH0096,NH0183,14.529616980788848
NH0183,NH0096,14.529616980788848
NH0096,NH0188,15.707650943011828
NH0199,NH0096,9.952022350784391
NH0213,NH0096,7.148732442736731
NH0241,NH0096,6.748046414692729
NH0126,NH0097,19.91836874306237
NH0136,NH0097,17.136509054615022
NH0097,NH0160,10.920044388368872
NH0231,NH0097,16.635949046455654
NH0238,NH0097,15.076636729592254
NH0239,NH0097,19.505739119642957
NH0240,NH0097,19.85488840580821
NH0098,NH0102,10.939099939154628
NH0102,NH0098,10.939099939154628
NH0098,NH0112,14.879374917434816
NH0112,NH0098,14.879374917434816
NH0098,NH0183,12.821800266783738
NH0098,NH0191,12.803809715340822
NH0098,NH0210,17.007821690516526
NH0214,NH0098,6.387397258260363
NH0098,NH0216,4.240596574276513
NH0216,NH0098,4.240596574276513
NH0099,NH0106,16.920047177110508
NH0106,NH0099,16.920047177110508
NH0099,NH0137,17.92402769633748
NH0099,NH0175,11.599579440693194
NH0099,NH0180,15.556652944482208
NH0194,NH0099,9.335782552563334
NH0209,NH0099,7.571508520482015
NH0099,NH0215,2.616006668084333
NH0099,NH0217,5.812122284060886
NH0099,NH0219,15.295560877030466
NH0101,NH0179,7.8670197347476485
NH0101,NH0182,14.58680273451937
NH0192,NH0101,19.532093120182946
NH0101,NH0253,12.346859917065123
NH0101,NH0255,4.642157637886337
NH0102,NH0112,16.341005415958477
NH0112,NH0102,16.341005415958477
NH0102,NH0151,13.185139529445888
NH0151,NH0102,13.185139529445888
NH0172,NH0102,11.271596861876946
NH0102,NH0183,5.481743830563398
NH0183,NH0102,5.481743830563398
NH0188,NH0102,19.126691170688662
NH0191,NH0102,12.397658883412088
NH0102,NH0199,16.433552123549603
NH0102,NH0213,14.645198593749987
NH0214,NH0102,14.809179666028708
NH0216,NH0102,10.967717442812235
NH0103,NH0143,12.019485971308843
NH0143,NH0103,12.019485971308843
NH0103,NH0156,17.136167971613872
NH0103,NH0170,18.644668961326232
NH0187,NH0103,18.166790284425712
NH0103,NH0196,19.522291403634263
NH0103,NH0207,11.083870921490051
NH0208,NH0103,7.106350340762549
NH0103,NH0242,15.570686107724777
NH0105,NH0166,10.819073730723051
NH0105,VT0032,0.5149889477174285
NH0106,NH0114,12.256194411084318
NH0114,NH0106,12.256194411084318
NH0106,NH0116,18.901565228177226
NH0106,NH0135,10.92012001552076
NH0135,NH0106,10.92012001552076
NH0106,NH0180,19.647950134158535
NH0106,NH0215,14.992129631309275
NH0215,NH0106,14.992129631309275
NH0106,NH0217,15.661376956500948
NH0219,NH0106,15.021360608297941
NH0106,NH0244,12.574559327529245
NH0244,NH0106,12.574559327529245
NH0107,NH0173,17.49420643238926
NH0107,NH0189,17.259878649699026
NH0107,NH0192,13.438262360258179
NH0107,NH0253,19.77855681828345
NH0109,NH0153,5.119858103543025
NH0153,NH0109,5.119858103543025
NH0156,NH0109,17.943676824706703
NH0196,NH0109,19.65136816820352
NH0109,NH0207,13.520838115663262
NH0109,NH0212,15.06339261043329
NH0109,NH0224,9.652964752379372
NH0224,NH0109,9.652964752379372
NH0109,NH0240,16.025338486558702
NH0109,NH0242,11.053279849526428
NH0109,NH0248,14.50993995290037
NH0254,NH0109,17.682925316032446
NH0110,NH0205,9.436329064544832
NH0110,NH0230,15.410617888656619
NH0246,NH0110,11.138120783440735
NH0110,NH0247,16.719101511944842
NH0111,NH0166,19.987045837616275
NH0166,NH0111,19.987045837616275
NH0151,NH0112,13.199070120159835
NH0112,NH0182,14.278644504520457
NH0182,NH0112,14.278644504520457
NH0183,NH0112,12.2294874686005
NH0112,NH0188,13.171316706655508
NH0191,NH0112,4.051603594165731
NH0199,NH0112,16.19063728951403
NH0112,NH0210,7.248390120759488
NH0112,NH0214,10.607127658515562
NH0112,NH0216,10.643820565582626
NH0112,NH0253,17.357061705495067
NH0113,NH0121,11.474663607686205
NH0121,NH0113,11.474663607686205
NH0185,NH0113,10.360947109032233
NH0113,NH0195,5.124695698697966
VT0173,NH0113,16.821457306328494
NH0116,NH0114,7.536399286699041
NH0117,NH0114,18.8302229897327
NH0114,NH0118,17.473213814816802
NH0118,NH0114,17.473213814816802
NH0114,NH0132,19.08739916847478
NH0132,NH0114,19.08739916847478
NH0114,NH0140,18.27653325778658
NH0114,NH0165,18.845988361608843
NH0180,NH0114,17.912764981438617
NH0114,NH0219,13.088601765905102
NH0244,NH0114,4.851821192830076
NH0114,VT0180,19.953757533047728
NH0116,NH0117,18.282703153251184
NH0116,NH0118,15.283744512828425
NH0118,NH0116,15.283744512828425
NH0116,NH0132,13.44283550849351
NH0116,NH0140,11.131201853469248
NH0116,NH0162,16.591399782175593
NH0165,NH0116,16.08608379574378
NH0116,NH0219,19.636399962993146
NH0219,NH0116,19.636399962993146
NH0116,NH0244,6.781055909171939
NH0116,VT0122,17.036296541427408
VT0129,NH0116,16.832905403593738
VT0180,NH0116,13.186972636703237
VT0181,NH0116,19.12468538917602
NH0117,NH0118,4.457233198462611
NH0125,NH0117,8.296823618431999
NH0140,NH0117,18.536903124079227
NH0145,NH0117,12.205469802437383
NH0117,NH0162,15.984169986776187
NH0117,NH0180,19.079278942076424
NH0193,NH0117,13.154599055376375
NH0117,NH0219,18.62967365291773
NH0118,NH0125,12.569594636510434
NH0125,NH0118,12.569594636510434
NH0118,NH0140,14.124878378387372
NH0145,NH0118,12.327569596454323
NH0118,NH0162,11.739541773395924
NH0193,NH0118,17.606108285752587
NH0118,VT0020,19.31656469741393
VT0020,NH0118,19.31656469741393
NH0118,VT0122,19.698546907075876
NH0118,VT0165,19.067036730373275
VT0165,NH0118,19.067036730373275
NH0121,NH0141,11.84621566979513
NH0121,NH0159,11.518872820696515
NH0121,NH0171,12.039088191127506
NH0121,NH0185,18.740781000621485
NH0195,NH0121,7.653592639934939
VT0173,NH0121,19.556890013029218
NH0122,NH0144,9.595588243579105
NH0122,NH0154,18.450817041453107
NH0122,NH0180,19.495709260604187
NH0180,NH0122,19.495709260604187
NH0122,NH0184,18.83187925886729
NH0184,NH0122,18.83187925886729
NH0194,NH0122,19.032332583627646
NH0122,NH0209,14.608153315107073
NH0209,NH0122,14.608153315107073
NH0211,NH0122,6.668821729728797
NH0134,NH0123,17.988238891920595
NH0136,NH0123,14.171877417055462
NH0123,NH0139,19.831454312928866
NH0139,NH0123,19.831454312928866
NH0123,NH0149,15.06521038593558
NH0231,NH0123,5.713973542067054
NH0124,NH0131,17.515117562457178
NH0138,NH0124,17.595428447974232
NH0124,NH0158,11.731611738256127
NH0124,NH0196,18.478015404572773
NH0124,NH0197,4.40426001556718
NH0124,NH0200,19.161312423253193
NH0202,NH0124,14.539411581992281
NH0124,NH0254,12.67522638970707
NH0254,NH0124,12.67522638970707
NH0125,NH0145,17.8104425438363
NH0145,NH0125,17.8104425438363
NH0180,NH0125,13.473709738898364
NH0125,NH0193,5.767250160944307
NH0193,NH0125,5.767250160944307
NH0219,NH0125,15.154132963538533
NH0126,NH0148,12.186273461428828
NH0148,NH0126,12.186273461428828
NH0126,NH0160,16.222125293308913
NH0200,NH0126,18.261830886731733
NH0132,NH0127,16.513663734424068
NH0127,NH0161,2.9962813325515323
NH0164,NH0127,14.8851174264139
NH0127,NH0165,10.766412927925971
NH0165,NH0127,10.766412927925971
NH0127,NH0237,8.339485503855
VT0037,NH0127,16.64347333690802
NH0127,VT0062,19.36623138344553
VT0129,NH0127,13.57059200226813
NH0127,VT0147,10.31504656483658
NH0127,VT0175,18.246825380920786
VT0175,NH0127,18.246825380920786
NH0129,NH0128,1.1350096880831022
NH0148,NH0128,13.679443431597742
NH0174,NH0128,19.681577336809642
NH0128,NH0186,19.084609519001766
NH0148,NH0129,13.787667300822994
NH0129,NH0174,18.925371650790304
NH0133,NH0131,17.15237727306828
NH0138,NH0131,9.929609174882266
NH0142,NH0131,13.580837046126009
NH0131,NH0158,6.027716686894236
NH0163,NH0131,18.013737342427937
NH0167,NH0131,10.153758302250667
NH0197,NH0131,18.034951923597085
NH0140,NH0132,15.105661018976987
NH0161,NH0132,15.21672411274766
NH0165,NH0132,7.904715195838172
NH0132,NH0237,17.333652776440825
NH0132,NH0244,15.011665074459673
NH0244,NH0132,15.011665074459673
NH0132,VT0062,16.612757234554927
VT0062,NH0132,16.612757234554927
VT0122,NH0132,16.140994396881137
VT0129,NH0132,3.5920629706294487
VT0180,NH0132,4.323749845994067
NH0132,VT0181,9.813723276646995
NH0138,NH0133,8.614008647230264
NH0150,NH0133,11.691460445653298
NH0133,NH0158,19.864354954846394
NH0158,NH0133,19.864354954846394
NH0196,NH0133,17.380027130261173
NH0232,NH0133,10.246154594079071
NH0134,NH0139,5.6751153943364505
NH0149,NH0134,19.943636878993264
NH0134,NH0212,19.89178979779859
NH0222,NH0134,15.781472579262415
NH0223,NH0134,18.900923556079984
NH0249,NH0134,19.98926658909466
NH0135,NH0150,15.235696950727997
NH0150,NH0135,15.235696950727997
NH0135,NH0206,14.350004402738492
NH0206,NH0135,14.350004402738492
NH0232,NH0135,16.17838839308349
NH0135,NH0237,16.437676054285678
NH0237,NH0135,16.437676054285678
NH0244,NH0135,19.304798234133795
NH0136,NH0149,17.735925425691452
NH0149,NH0136,17.735925425691452
NH0136,NH0231,15.240027550732496
NH0137,NH0142,18.821933225131144
NH0175,NH0137,6.354020426239558
NH0137,NH0181,9.742832653655201
NH0194,NH0137,12.564796028705878
NH0204,NH0137,13.092348414425059
NH0137,NH0209,18.76024796522487
NH0137,NH0215,17.7466726502885
NH0138,NH0158,11.372967846676621
NH0138,NH0167,18.834401196934568
NH0138,NH0196,15.8822947866526
NH0197,NH0138,15.6249731163886
NH0232,NH0138,18.642897982205128
NH0138,NH0254,16.00715488948131
NH0212,NH0139,14.972726958389533
NH0222,NH0139,19.650833079816948
NH0139,NH0249,18.6938652097831
VT0058,NH0139,19.399614859331017
NH0140,NH0162,7.119948676088892
NH0140,NH0244,17.763859089819448
VT0020,NH0140,16.121583511103925
VT0105,NH0140,17.699782701332033
NH0140,VT0122,6.628170661620539
NH0140,VT0129,18.45053904901557
NH0140,VT0180,11.660413279045505
NH0140,VT0181,13.98325503366371
VT0181,NH0140,13.98325503366371
VT0208,NH0140,14.552505605505964
NH0141,NH0159,12.659200279176833
NH0159,NH0141,12.659200279176833
NH0141,NH0171,5.56252722328633
NH0171,NH0141,5.56252722328633
NH0195,NH0141,19.4742078145652
VT0087,NH0141,11.424856270614441
NH0142,NH0155,8.396603180986192
NH0155,NH0142,8.396603180986192
NH0158,NH0142,18.606747158758942
NH0163,NH0142,14.97578399157328
NH0142,NH0167,3.692236668217179
NH0167,NH0142,3.692236668217179
NH0181,NH0142,10.20267954243637
NH0142,NH0189,17.246886469894854
NH0142,NH0204,17.78848562939195
NH0196,NH0143,7.589346819651467
NH0207,NH0143,12.449588918642107
NH0143,NH0208,18.534351608064078
NH0242,NH0143,9.220299228546756
NH0143,NH0254,13.299927056174262
NH0144,NH0154,14.054390971458306
NH0154,NH0144,14.054390971458306
NH0144,NH0184,9.247871984661344
NH0194,NH0144,17.156340912466675
NH0209,NH0144,16.012207474836867
NH0211,NH0144,10.485016111506507
NH0145,NH0162,15.664609888296873
NH0193,NH0145,19.756434012972566
NH0145,VT0020,16.159292664708822
NH0145,VT0068,19.535823776304
VT0165,NH0145,11.046628250828288
NH0147,NH0172,18.697527079873964
NH0172,NH0147,18.697527079873964
NH0147,NH0176,9.148185403953073
NH0147,NH0177,10.122826324325425
NH0213,NH0147,12.02571798772173
NH0147,NH0241,17.466893832350483
NH0174,NH0148,14.189292050748037
NH0148,NH0200,16.994569924837528
NH0148,NH0251,19.807762285935922
NH0148,NH0256,19.5696239196149
NH0185,NH0149,13.192262544394668
NH0206,NH0150,15.709305025438878
NH0150,NH0232,1.5298654544210077
NH0151,NH0157,19.765690107725657
NH0172,NH0151,8.671569360037248
NH0183,NH0151,8.112039839180696
NH0188,NH0151,6.450169281643843
NH0191,NH0151,10.435217023193134
NH0199,NH0151,3.7679890471937996
NH0213,NH0151,15.669879084065263
NH0216,NH0151,17.429010979678438
NH0151,NH0241,15.243256401127983
NH0241,NH0151,15.243256401127983
NH0153,NH0196,18.449304254914605
NH0197,NH0153,17.868247559406488
NH0207,NH0153,17.138175000514686
NH0212,NH0153,19.055964488047618
NH0153,NH0224,13.112053950722744
NH0153,NH0240,14.398954986402709
NH0153,NH0242,12.326573102943508
NH0242,NH0153,12.326573102943508
NH0153,NH0248,13.451666558482112
NH0254,NH0153,14.963185689101296
NH0184,NH0154,14.70679619867315
NH0154,NH0211,13.072008512943517
NH0211,NH0154,13.072008512943517
NH0155,NH0157,15.263505022739553
NH0163,NH0155,14.98992064012545
NH0155,NH0167,11.248519436380231
NH0173,NH0155,16.37329247158937
NH0181,NH0155,13.423387335298541
NH0189,NH0155,14.472353904731252
NH0155,NH0204,16.72185814956377
NH0156,NH0187,10.65181496126746
NH0156,NH0207,10.901965675814624
NH0207,NH0156,10.901965675814624
NH0212,NH0156,16.563339260326778
NH0156,NH0224,17.695468039721366
NH0242,NH0156,18.156182501673477
NH0156,NH0243,17.37553823871564
NH0157,NH0173,9.66066887494229
NH0173,NH0157,9.66066887494229
NH0157,NH0176,19.973168211571835
NH0157,NH0177,18.630997056470548
NH0157,NH0188,17.72249487209916
NH0157,NH0189,18.313076312332875
NH0199,NH0157,15.997717870754473
NH0241,NH0157,11.89526526098669
NH0158,NH0163,18.550435749374653
NH0158,NH0167,14.946121957172615
NH0158,NH0197,12.98614176441566
NH0202,NH0158,16.733963830794
NH0254,NH0158,18.83879150093906
NH0171,NH0159,17.02312739183704
NH0159,NH0195,16.749174215167244
NH0247,NH0159,19.851438174724457
NH0160,NH0200,18.463204119296634
NH0200,NH0160,18.463204119296634
NH0240,NH0160,13.728552657459902
NH0160,NH0248,15.77552714820833
NH0164,NH0161,16.811564431505513
NH0165,NH0161,10.820572264798596
NH0237,NH0161,10.829251702284616
VT0037,NH0161,14.019060654942894
NH0161,VT0062,16.383986799642987
VT0129,NH0161,11.946109608126791
NH0161,VT0147,9.188151261279794
VT0147,NH0161,9.188151261279794
NH0161,VT0175,19.21627706332475
VT0180,NH0161,18.950266364881116
NH0162,VT0020,9.967758165259548
VT0068,NH0162,17.919554733623478
NH0162,VT0105,18.644300445312233
VT0105,NH0162,18.644300445312233
NH0162,VT0122,9.252854400776982
VT0165,NH0162,14.206897025451504
NH0162,VT0180,18.50940435836826
VT0181,NH0162,19.480548170725548
NH0162,VT0208,12.847786032833664
NH0163,NH0167,13.471127612016158
NH0163,NH0173,15.993708836793859
NH0189,NH0163,5.266054697070796
NH0202,NH0163,19.34974300548402
NH0163,NH0251,19.605802966219347
NH0251,NH0163,19.605802966219347
NH0256,NH0163,19.85932708895746
NH0170,NH0164,14.621339621568694
NH0164,NH0206,17.174782654840403
NH0206,NH0164,17.174782654840403
NH0164,NH0237,17.49287062355808
NH0164,VT0072,19.32330540142823
NH0164,VT0124,18.63478272732454
NH0164,VT0147,14.211961364958151
VT0175,NH0164,6.944064490299614
NH0164,VT0184,15.2856084100109
VT0184,NH0164,15.2856084100109
NH0164,VT0191,12.800202629982444
VT0191,NH0164,12.800202629982444
NH0165,NH0237,9.473178551129136
NH0165,NH0244,14.015374372605082
NH0244,NH0165,14.015374372605082
NH0165,VT0129,7.11235885235421
NH0165,VT0147,19.99233185299817
VT0180,NH0165,12.19790738683548
NH0165,VT0181,17.34044802257621
VT0032,NH0166,11.057155665747265
NH0167,NH0181,13.076601185748666
NH0189,NH0167,16.76179201379784
NH0168,NH0169,8.569509065245981
NH0169,NH0168,8.569509065245981
NH0168,NH0198,19.661493330792823
NH0198,NH0168,19.661493330792823
NH0238,NH0168,17.718336515064433
NH0168,NH0239,13.536622904878444
NH0239,NH0168,13.536622904878444
NH0170,NH0187,19.59561901741523
NH0170,NH0208,11.619540470149172
NH0170,VT0072,10.710596552229763
VT0175,NH0170,14.305091037306319
NH0170,VT0184,15.70705962633576
VT0184,NH0170,15.70705962633576
VT0191,NH0170,8.892884561434824
VT0197,NH0170,17.718848755736477
NH0195,NH0171,18.92592854726708
NH0171,VT0087,8.294681183640257
VT0087,NH0171,8.294681183640257
NH0171,VT0173,18.546908399501664
NH0172,NH0176,16.381180104719032
NH0172,NH0177,14.089993548022719
NH0172,NH0183,9.551603971902347
NH0183,NH0172,9.551603971902347
NH0172,NH0188,14.621182417286416
NH0191,NH0172,16.553359227799383
NH0172,NH0199,9.32567559972463
NH0172,NH0213,7.01696433779967
NH0213,NH0172,7.01696433779967
NH0172,NH0241,11.846606946582925
NH0188,NH0173,18.813670518528347
NH0173,NH0189,10.858265430078673
NH0189,NH0173,10.858265430078673
NH0192,NH0174,15.836642667106522
NH0174,NH0200,18.816316545637548
NH0200,NH0174,18.816316545637548
NH0202,NH0174,16.48542983311752
NH0174,NH0251,7.852058729898474
NH0256,NH0174,7.839655965151717
NH0181,NH0175,15.985298795040256
NH0175,NH0194,8.111903725546988
NH0204,NH0175,17.255018791214514
NH0209,NH0175,13.493234473987547
NH0175,NH0215,11.416103890022884
NH0217,NH0175,17.386144359730327
NH0176,NH0177,2.4209607497902703
NH0176,NH0213,12.296490595453234
NH0241,NH0176,9.740284158914251
NH0177,NH0199,18.680962128011597
NH0177,NH0213,10.57687677220196
NH0177,NH0241,7.6941122989511115
NH0241,NH0177,7.6941122989511115
NH0182,NH0179,7.164910594298103
NH0179,NH0210,17.826748087148587
NH0179,NH0253,5.96418910971674
NH0253,NH0179,5.96418910971674
NH0255,NH0179,6.733111594630225
